task_id,action_summary,why_needed,destination,required_docs,steps_short,steps_detail,office_hours,address,phone,done_condition,faq
RN-D14-42,故人が在職中に亡くなった場合、勤務先から死亡退職金や弔慰金を受け取る。勤務先の規程による,在職中死亡の場合、退職金規程に応じた支給があります。弔慰金は業務上死亡で給与36か月分まで・業務外で6か月分までが非課税。請求しないと貰えません。,故人の勤務先,死亡を証明する書類/受取人の身分証明書/相続人代表の指定書類,1. 勤務先の人事部に死亡退職金・弔慰金の規程を確認する\n2. 受取人(通常は配偶者・子等の遺族)を確認する\n3. 必要書類を提出する\n4. 振込で受給する\n5. 相続税の対象だが非課税枠あり,1. 勤務先により金額・受給資格が異なります。退職金規程・労使協定を確認してください。\n2. 受取人指定がある場合はその人 ない場合は相続人。\n3. 死亡証明書・戸籍・印鑑証明等が必要です。\n4. 通常1-3か月で振り込まれます。\n5. 死亡退職金:法定相続人数×500万円までが非課税 / 弔慰金:業務上36か月・業務外6か月分まで非課税。,平日 9-17時 (勤務先による),,,勤務先に死亡退職金・弔慰金の規程を確認し、必要書類を提出済み。,Q.退職金規程がわからない→人事部に「亡くなった社員の死亡退職金について」と問い合わせる\nQ.税金は？→相続税の対象だが非課税枠あり\nQ.受取人は誰？→規程による。配偶者→子→親の優先順位が一般的
RN-D14-43,故人が在職中に亡くなった場合、未払いの給与・賞与を勤務先から受け取る,死亡日までに発生した未払い分は遺族が請求できます。退職金とは別。請求しないと支払われません。,故人の勤務先,死亡を証明する書類/受取人の身分証明書/相続人代表の指定書類,1. 勤務先の人事・経理に未支給の給与・賞与の有無を確認する\n2. 死亡日までの労働日数分の給与を計算してもらう\n3. 必要書類を提出する\n4. 振込で受給する,1. 「亡くなった日までの給与・未払い賞与の支払いについて」と伝える。\n2. 月の途中で亡くなった場合は日割り計算が一般的。\n3. 受取人指定がある場合はその人 ない場合は相続人代表。\n4. 通常1-2か月で振り込まれます。死亡退職金とは別の支給です。,平日 9-17時 (勤務先による),,,勤務先に未支給給与・賞与を請求し、振込が確認できた。,Q.いつまでさかのぼれる？→死亡日までの未払い分すべて\nQ.賞与は？→評価期間中なら按分支給される場合あり\nQ.税金は？→相続税の対象 所得税の準確定申告対象でもあり
RN-D14-45,故人の死因が業務中または通勤途中の事故・病気だった場合、労災保険から遺族補償給付（年金または一時金）と葬祭料を労働基準監督署に請求する。,労災死亡時の最も重要な給付です。年金型なら遺族の生活を長期に支えます。時効5年。請求しないと貰えません。,故人の勤務先所在地を管轄する労働基準監督署,死亡診断書/事故証明書/雇用契約書/賃金台帳/戸籍/受取人の本人確認書類,1. 勤務先に労災申請の協力を依頼する\n2. 労働基準監督署に電話して必要書類を確認する\n3. 「遺族補償年金支給請求書」(または一時金)を作成する\n4. 勤務先と医師の証明を取る\n5. 労基署に提出する\n6. 認定後に支給開始,1. 勤務先が労災を認めない場合でも 遺族から直接申請可能です。\n2. 業務上か通勤上かで様式が異なります(様式12号 vs 16号)。\n3. 受給対象の遺族:配偶者→子→父母→孫→祖父母→兄弟姉妹。年金か一時金かは遺族構成によります。\n4. 医師証明には「業務との因果関係」の記載があると有利になります。\n5. 認定までに数か月かかることもあります。\n6. 遺族補償給付と同時に葬祭料（給付基礎日額の30日分＋給付基礎日額×60日分のいずれか高い額）も請求できます。複雑な案件は社労士に相談しましょう。,平日 8:30-17:15,故人の勤務先所在地の労働基準監督署,各労基署,労災 遺族補償給付を請求し、認定された(または申請中)。,Q.労災と認められないかも→遺族から直接申請可能。社労士相談推奨\nQ.年金と一時金どっち？→遺族構成による。子のある配偶者は年金が一般的\nQ.金額は？→給与・遺族数による。年金型で給与の153日〜245日分/年
RN-D14-11b,故人が加入していた医療保険・がん保険の入院給付金や手術給付金の未請求分を遺族が請求する,死亡前に発生した入院・手術の未請求給付金を遺族が請求できます。請求期限は3年。請求しないと貰えません。\n【加入先不明な場合】生命保険協会の「契約照会制度」(1件3000円)で、故人の医療保険契約の有無を一括照会できます。,加入していた医療保険・がん保険の各保険会社,保険証券、診断書(医師作成)、入院証明書、受取人の本人確認書類・戸籍謄本・振込先口座,1. 加入先を確認する(保険証券・通帳の引落し記録)\n2. 各社に電話して「故人の医療保険の未請求給付金を請求したい」と伝える\n3. 診断書・入院証明書を医師に依頼する\n4. 必要書類を返送する,1. わからない場合は生命保険協会の「契約照会制度」で調べられます。\n2. —\n3. 診断書は1通5000-10000円程度。後日請求もできます。\n4. 5営業日〜1か月で振込されます。死亡保険金とは別の請求です。,各社による(平日 9-17時),,,医療保険・がん保険の未請求給付金を請求済み。,Q.いくら請求できる？→入院日数×日額(契約による)\nQ.診断書がない→医師に「故人の入院証明」を依頼可能\nQ.生命保険と何が違う？→医療保険は入院・手術給付 / 生命保険は死亡保険金
RN-D14-11c,故人が加入していたJA共済・県民共済等の死亡共済金を請求する,共済金は生命保険とは別の制度。請求期限は3年。請求しないと貰えません。,加入していたJA・県民共済等の窓口,共済証書、死亡診断書コピー、受取人の本人確認書類・戸籍謄本・振込先口座・印鑑,1. 加入先を確認する(共済証書・通帳の引落し記録)\n2. 各窓口に電話して「死亡共済金を請求したい」と伝える\n3. 請求書類を取り寄せる\n4. 書類を揃えて返送する,1. JA共済はお近くのJA窓口で対応できます。県民共済は本部窓口または郵送で対応してください。\n2. —\n3. 必要書類は窓口で詳しく案内されます。\n4. 5営業日〜1か月で振込されます。生命保険金とは別物です。,各窓口による(JAは平日 9-15時),,,共済金の請求書類を提出済み。,Q.JAと農協は同じ？→はい。地域のJAに窓口があります\nQ.県民共済の窓口がない→電話または郵送で対応可\nQ.生命保険と両方請求できる？→はい。それぞれ別契約のため両方請求可能
RN-D14-25b,故人名義の不動産がある場合、固定資産税の納税義務を相続人が引き継ぐ。「相続人代表者指定届」を市町村に提出し、納税通知書の宛先を一本化する,固定資産税は不動産保有者に毎年課税されます。納税通知書は4-6月頃に届くため、それまでに代表者届を出して通知先を確定させます。,不動産所在地の市区町村役場(税務課),届出人の本人確認書類、印鑑、故人の納税通知書(届いている場合),1. 不動産所在地の役場に電話して「故人の固定資産税の届出について聞きたい」と伝える\n2. 相続人代表者指定届を提出する\n3. 納税通知書(4-6月頃届く)の内容を確認し納付する\n4. 固定資産評価証明書を取得しておく(相続登記 RN-Y3-01 で使う),1. 固定資産税は不動産がある市町村ごとに課税されます。複数地域に不動産がある場合はそれぞれの役場に届出が必要です。\n2. 届出書は窓口でもらえます。相続人のうち誰が代表して通知を受け取るかを届け出ます。\n3. 遺産分割が決まるまでは相続人全員に連帯納付義務があります。\n4. 固定資産評価証明書は1通約300円です。相続登記で必須となる書類です。,平日 8:30-17:15,不動産所在地の市区町村役場,不動産所在地の市区町村役場,相続人代表者届を提出し、固定資産税の納付方法を確認済み。,Q.不動産が複数地域にある→それぞれの役場に届出が必要\nQ.誰が払う？→遺産分割まで相続人全員に連帯納付義務\nQ.評価証明書はなぜ取得？→相続登記(RN-Y3-01)で必要
RN-D14-52,故人が銀行で借りていた貸金庫を、相続人立ち会いのもと開扉して中身を確認し、解約する。,貸金庫には遺言書・権利証・貴重品が入っていることが多く、相続手続き全体に影響します。相続人全員立ち会いが原則のため、早めに着手してください。,故人が貸金庫を契約していた銀行,死亡診断書コピー、相続関係を証明する戸籍一式、相続人全員の印鑑証明書・実印・本人確認書類,1. 貸金庫の契約有無を銀行に確認する\n2. 銀行に死亡を届け出る（口座凍結 RN-D14-09 と同時に行う）\n3. 開扉に必要な書類を揃える\n4. 相続人全員で銀行に出向き、開扉して中身を確認する,1. 通帳の引落し履歴に「貸金庫使用料」（年1〜2回）があるか確認してください。鍵が自宅に保管されている場合もあります。\n2. 銀行は死亡を知ると貸金庫も同時に凍結します。口座届出と一緒に伝えるとスムーズです。\n3. 開扉には原則として相続人全員の戸籍・印鑑証明・実印が必要です。\n・代理人で済ませたい場合：公正証書による委任状が必要となる銀行もあります\n・公正証書遺言で開扉者が指定されている場合：その方単独で開扉可能なケースもあります\n4. 開扉時は銀行員立ち会いのもと中身リストを作成してください。遺言書が出てきても絶対に開封せず、家庭裁判所の検認（RN-M3-22）を受けてください。,平日 9:00-15:00（窓口）,,,貸金庫の中身を確認し、解約手続きが完了している。,Q.相続人全員の同意は必須？→原則必須です。一部銀行は公正証書遺言があれば例外あり\nQ.中に遺言書があったら？→絶対に開封せず、家庭裁判所の検認を受けてください\nQ.鍵がなくなった→銀行が開扉してくれますが、開扉手数料が発生します
RN-D14-54,故人が日本学生支援機構（JASSO）等から借りていた奨学金について、死亡による返還免除を申請する。,死亡時の未返還額は申請により全額免除されます。届出が遅れると延滞金が発生する場合があるため、早めに連絡してください。,日本学生支援機構（JASSO）または各奨学金団体,死亡診断書コピー、戸籍謄本（死亡記載のあるもの）、奨学金返還誓約書、連帯保証人の本人確認書類,1. 奨学金の借入先を確認する\n2. 各機関に電話して死亡を連絡する\n3. 「奨学金返還免除願」を取り寄せる\n4. 必要書類を揃えて提出する,1. 借入先は次の書類から確認できます。\n・JASSOからの返還案内\n・通帳の引落し履歴\n・在学校独自の奨学金や、地方自治体の奨学金もある場合があります\n2. JASSOの場合、奨学金相談センター 0570-666-301 に「契約者が亡くなりました」と連絡してください。\n3. 「奨学金返還免除願」用紙を取り寄せます。郵送・電話どちらでも対応可能です。\n4. 死亡診断書のコピー、戸籍謄本（死亡記載）を添付して提出してください。承認まで2〜3か月かかります。,JASSO相談センター 平日 9:00-20:00／土 9:00-17:00,,JASSO 0570-666-301,奨学金の死亡免除願を提出済みである。,Q.連帯保証人（親等）に請求が来る？→死亡免除が承認されれば請求は停止されます\nQ.延滞があった→延滞金も含めて全額免除可能です\nQ.私立校独自の奨学金は？→各校に直接お問い合わせください
RN-D14-60,故人が公営住宅（都営・県営・市営等）に住んでいた場合、住宅供給公社に死亡を届け出て、名義承継または明け渡しの手続きをする。,公営住宅は名義人が亡くなった際に届出が義務付けられています。同居家族が住み続ける場合は名義承継申請が必要で、放置すると不法占拠扱いになる場合があります。,管轄の住宅供給公社・市区町村役場の住宅課,故人の住民票除票、同居家族の住民票・所得証明、賃貸契約書,1. 管轄の住宅供給公社・住宅課に死亡を届け出る\n2. 同居家族が住み続けるか退去するかを決める\n3. 名義承継申請または明け渡し届を提出する\n4. （退去の場合）原状回復・鍵返却を行う,1. 窓口は次のとおりです。\n・都営住宅：東京都住宅供給公社\n・県営住宅：各都道府県の住宅供給公社\n・市営・町営住宅：市町村役場の住宅課\n死亡から14日以内の届出を求められる自治体が多数あります。\n2. 配偶者や同居親族がいる場合は名義承継が可能です。所得超過の場合は承継できないこともあります。\n3. 承継には所得要件があるため、事前に基準を確認してください。明け渡しの場合は退去日を相談しましょう。\n4. 通常の退去と同様、原状回復が必要です。葬儀後すぐの片付けは難しいため、明け渡し期限の延長を相談することもできます。,平日 8:30-17:15,管轄の住宅供給公社・住宅課,管轄の住宅供給公社・住宅課,公営住宅の名義承継または明け渡しの手続きが完了している。,Q.同居していなくても継続できる？→原則不可です。同居実績が必要となります\nQ.収入が高いと承継できない？→所得超過の場合は明け渡しを求められます\nQ.明け渡し期限は？→自治体により異なりますが、3〜6か月程度が一般的です
RN-M3-22,自筆証書遺言（または秘密証書遺言）を発見した場合、絶対に開封せずに家庭裁判所に検認を申し立てる。,検認は遺言の偽造・変造を防ぐための家裁の手続きです。開封してしまうと過料5万円が科される可能性があります。\n【検認不要】公正証書遺言／法務局の自筆証書遺言書保管制度を利用したものは検認不要です。,故人の最後の住所地を管轄する家庭裁判所,検認申立書、遺言書（封のまま）、故人の出生〜死亡までの戸籍一式、相続人全員の戸籍,1. 遺言書の種類を確認する（自筆／公正証書／秘密証書）\n2. 自筆・秘密証書の場合は絶対に開封しない\n3. 家庭裁判所に検認申立書を提出する\n4. 検認期日に出頭する（相続人立ち会い）\n5. 検認済証明書を取得する,1. 遺言書の種類で必要な手続きが変わります。\n・公正証書遺言（公証人作成）：検認不要\n・自筆証書遺言・秘密証書遺言：検認が必須\n2. 開封すると過料5万円が科される可能性があります（民法1005条）。封がない遺言書でも家裁の検認が必要です。\n3. 申立費用は遺言書1通につき収入印紙800円＋切手代です。戸籍収集が大変なので、早めに着手してください。\n4. 申立から1〜2か月後に検認期日が指定されます。相続人全員に通知が届き、出頭は任意ですが立ち会いをおすすめします。\n5. 検認済証明書がないと、その遺言書を使って不動産名義変更や預金引き出しができません。期日後に申請して取得してください。,家庭裁判所 平日 9:00-17:00,故人の最後の住所地の家庭裁判所,故人の最後の住所地の家庭裁判所,検認の申立てを家庭裁判所に行い、検認済証明書を取得済みである。,Q.公正証書遺言も検認が必要？→不要です（公証役場で確認できます）\nQ.開封してしまった→検認は受けられますが、過料の可能性があります\nQ.費用は？→収入印紙800円＋戸籍収集費用（数千円）です\nQ.弁護士は必要？→自分でも可能ですが、戸籍収集が大変なため依頼する人もいます


RN-D14-70,故人名義のNHK受信契約を、ふれあいセンターに連絡して解約または家族名義に変更する。,放置すると受信料が引き落とされ続けます。同居家族が継続視聴する場合は名義変更が可能です。一人暮らしの故人やテレビを処分する場合は解約してください。,NHKふれあいセンター,故人の氏名・住所、契約番号（検針票・領収書記載）、死亡を証明する書類のコピー、新名義人の本人確認書類（名義変更の場合）,1. NHKふれあいセンター(0570-077-077)に電話する\n2. 「放送受信契約解除届」を取り寄せる\n3. 必要事項を記入し死亡を証明する書類を添付して郵送する\n4. （継続視聴の場合）名義変更手続きをする,1. NHKふれあいセンター 0570-077-077（平日 9:00-20:00／土日祝 9:00-18:00）に「契約者が亡くなったので解約したい」と連絡してください。\n2. 「放送受信契約解除届」を郵送で取り寄せます。NHKのWebサイトからもダウンロードできます。\n・解約事由には「契約者死亡」を選択\n・テレビ等の受信機を処分する場合は処分日が解約日になります\n3. 必要事項を記入し、死亡診断書のコピーまたは戸籍謄本（死亡記載）を添付して返送します。\n4. 同居家族が引き続き視聴する場合は、解約せず名義変更が可能です。「契約者変更届」を取り寄せて手続きしてください。,平日 9:00-20:00／土日祝 9:00-18:00,,NHKふれあいセンター 0570-077-077,NHK受信契約の解約または名義変更手続きが完了している。,Q.解約しないとどうなる？→受信料が引き落とされ続けます\nQ.同居家族が継続したい→名義変更で対応可能です\nQ.テレビを処分する場合→処分日が解約日になります\nQ.衛星契約も同時に？→地上契約と一緒に解約・変更できます
RN-D14-71,故人の配偶者で国民年金第3号被保険者だった人が、第1号被保険者へ種別変更届を年金事務所または市区町村役場に提出する。14日以内が法定期限。,故人（夫または妻）が会社員・公務員で配偶者がその扶養に入って第3号被保険者だった場合、故人死亡で第3号資格を失います。14日以内に第1号への種別変更届を出さないと未納期間が発生し、将来の年金が減額されます。,年金事務所または市区町村役場の国民年金窓口,配偶者の年金手帳・基礎年金番号通知書、故人の年金手帳、戸籍謄本または死亡診断書のコピー、配偶者の本人確認書類、印鑑,1. 配偶者が第3号被保険者かを確認する\n2. 年金事務所または市区町村役場へ連絡する\n3. 「国民年金被保険者関係届書（種別変更）」を取り寄せ・記入する\n4. 必要書類を添付して提出する\n5. 変更後の保険料納付・免除制度を確認する,1. 配偶者の年金手帳または「ねんきん定期便」で「第3号被保険者期間」を確認してください。\n・故人が会社員・公務員で配偶者を扶養していた → 配偶者は第3号被保険者（変更必要）\n・配偶者自身が会社員・公務員 → 第2号被保険者（変更不要）\n・配偶者が自営業や扶養外 → 第1号被保険者（変更不要）\n2. 最寄りの年金事務所か市区町村役場の国民年金窓口に「故人（配偶者）が亡くなり、第3号から第1号への変更をしたい」と伝えてください。\n3. 届出書は窓口でもらえます。郵送対応も可能です。\n4. 死亡診断書のコピーまたは戸籍謄本（死亡記載）を添付して提出。\n【重要】14日以内が法定期限です。遅れると未納扱いとなり、将来の年金が減額されます。\n5. 種別変更後は国民年金保険料（2026年度 月額約1.7万円）の納付義務が発生します。所得が少ない場合は免除制度・納付猶予制度を窓口で相談してください。,平日 8:30-17:15,年金事務所または市区町村役場,ねんきんダイヤル 0570-05-1165,配偶者の第3号→第1号変更届を年金事務所または役場に提出済みである。,Q.手続きしないとどうなる？→未納扱いとなり将来の年金が減額されます\nQ.誰が対象？→故人（夫・妻）が会社員・公務員でその扶養に入っていた配偶者\nQ.保険料が払えない→免除制度や納付猶予制度を利用可能\nQ.遺族厚生年金との関係→遺族厚生年金は別途請求（RN-D14-08）。種別変更は将来の自分の年金確保のための手続き
RN-D14-72,故人名義で契約していた新聞・宅配サービス（夕刊・地方紙含む）を、各新聞販売店に連絡して解約する。,放置すると新聞配達と料金請求が続きます。月単位で精算されることが多いため、早めに連絡してください。,契約している新聞販売店,契約者氏名・住所、新聞代の領収書または引き落とし記録,1. 契約している新聞販売店を確認する\n2. 各販売店に電話して死亡を伝える\n3. 解約日を伝え、配達停止を依頼する\n4. 月末までの料金を精算する,1. 引き落とし記録（通帳・クレカ明細）や郵便受けに残る集金袋から販売店を特定してください。\n・全国紙（朝日・毎日・読売・日経・産経等）\n・地方紙（地域の新聞）\n・スポーツ紙\n・電子版契約は別途WebサイトまたはApple/Google経由で解約\n2. 販売店に電話して「契約者が亡くなったので解約したい」と伝えます。死亡証明書類は通常不要（口頭確認のみ）です。\n3. 当日解約か月末解約かを選べることが多いです。日割り計算する販売店もあれば月単位の場合もあるため確認してください。\n4. 銀行引き落としの場合、口座凍結（RN-D14-09）前に最終月分が引き落とされるよう調整してください。クレジットカード支払いの場合はカード解約時に自動停止されます。,各新聞販売店による（朝5時頃〜夜まで）,,,故人名義の新聞購読がすべて解約済みである。,Q.電子版だけ契約してた場合→Webサイト／Apple ID／Google Pay経由で解約\nQ.販売店がわからない→新聞本社のサポートセンターで案内可能\nQ.集金袋に名前があるが解約済み→直近の領収書を確認してください\nQ.古紙回収依頼は？→販売店に依頼可能な場合あり
